"BFN","LICENSE_TYPE","LICENSE_SUB_TYPE","LICENSE_STATUS","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2020-BFN-0003882","Garage - Repair of Motor Vehic","NA","Pending","7/28/2020 4:51:13 PM","BRIDGESTONE RETAIL OPERATIONS, LLC","4535 N Tower Rd  Denver 80249"
"2020-BFN-0003936","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","7/31/2020 10:57:51 AM","CASA CROBU","4897  OKLAND ST  DENVER 80239"
"2020-BFN-0002422","Retail Food Establishment","Restaurant - Temporary","Pending","5/8/2020 11:53:34 AM","Five Eggs LLC","7942 E 49th PL  Denver 80238"
"2020-BFN-0003053","Retail Food Establishment","Restaurant","Pending","6/16/2020 2:24:58 PM","WIENERLUXE INC","1205 N Federal Blvd  Denver 80204"
"2020-BFN-0003831","Retail Marijuana Inf Prod Mfg","NA","Pending","7/28/2020 7:39:58 AM","CANNABIS CORP","1055 S Fox St  Denver 80223"
"2020-BFN-0002378","Garage - Repair of Motor Vehic","NA","Pending","5/6/2020 10:28:00 AM","FRED EMICH COMPANY INC.","1260 S Colorado Blvd  Denver 80246"
"2020-BFN-0002713","Retail Food Establishment","Restaurant","Pending","5/27/2020 1:38:04 PM","CLASSIC EATS DELI","3910 W Colfax Ave  Denver 80204"
"2020-BFN-0002317","Combined License","NA","Pending","5/1/2020 1:21:40 PM","1105 S CHERRY STREET (VANTAGE POINT) LLC","1105 S Cherry St  Denver 80246"
"2020-BFN-0003027","Retail Food Establishment","Restaurant - Temporary","Pending","6/16/2020 7:56:43 AM","Snow Owl Confectioners","7865  Vallagio    "
"2020-BFN-0001531","Retail Food Establishment","Restaurant - Stand-Up","Pending","3/9/2020 12:09:27 PM","FRESH TAKE LLC","1945 S Sheridan  104A Denver 80227"
"2020-BFN-0002169","Swimming Pool","NA","Pending","4/23/2020 12:16:57 PM","TOWN CENTER METROPOLITAN DISTRICT","20850 E Beekman Pl  Denver 80249"
"2020-BFN-0005418","Tree Service Company","NA","Pending","12/31/2021 12:00:00 AM","JOHN HENRY","23460 E ROXBURY DR 205 AURORA 80016"
"2020-BFN-0004386","Combined License","NA","Pending","8/27/2020 9:22:46 AM","MCREF LOHI LLC","2555  16th St  Denver 80211"
"2020-BFN-0006245","Combined License","NA","Pending","11/24/2020 2:50:38 PM","FLINT AND FRIENDS, LLC","2736  Welton St 102 Denver "
"2020-BFN-0004525","Retail Tobacco Store","NA","Pending","9/2/2020 3:30:30 PM","Denver Vapor Convenience","1501  Boulder ST  Denver 80211"
"2020-BFN-0005931","Retail Tobacco Store","NA","Pending","11/11/2020 4:11:00 PM","Kaleb Enterprises LLC","1201 S Broadway   Denver 80210"
"2020-BFN-0004853","Retail Tobacco Store","NA","Pending","9/22/2020 10:49:44 AM","DILLON COMPANIES","18605  Green Valley Ranch BLVD  Denver 80249"
"2020-BFN-0006892","Retail Tobacco Store","NA","Pending","12/14/2020 5:14:58 PM","C-K-M&M 2, Inc.","1510 S Holly ST  Denver 80222"
"2020-BFN-0006965","Retail Marijuana Inf Prod Mfg","NA","Pending","12/15/2020 4:08:31 PM","THE VIVID TEAM LLC","5060 N Logan St 101 Denver "
"2020-BFN-0007369","Retail Food Establishment","Restaurant - Stand-Up","Pending","12/29/2020 2:42:35 PM","KABOD COFFEE KIOSK","8500  Pena Blvd  Denver 80249"
"2020-BFN-0004620","Child Care Center","NA","Pending","9/9/2020 3:21:47 PM","HEART & HAND CENTER","3815 N Steele St  Denver 80205"
"2020-BFN-0004771","Food - Wholesale","Packaged, Bottled, Canned","Pending","9/17/2020 1:29:31 PM","LILY'S TOASTER GRILLS LLC","4701 E 50th Ave  Denver 80216"
"2020-BFN-0007444","Retail Tobacco Store","NA","Pending","12/30/2020 6:14:38 PM","7-Eleven, Inc.","1800  Welton ST  Denver 80202"
"2020-BFN-0007482","Retail Tobacco Store","NA","Pending","12/31/2020 3:31:15 PM","Dawit Beyene","6460 E Yale AVE E30 Denver 80222"
"2020-BFN-0005355","Combined License","NA","Pending","10/16/2020 11:04:46 AM","LG CHERRY CREEK II LLC","300 S Monroe   Denver 80206"
"2020-BFN-0004974","Private Security Employer","NA","Pending","9/28/2020 10:13:54 AM","International Protective Service, Inc.","      "
"2020-BFN-0006661","Retail Tobacco Store","NA","Pending","12/9/2020 8:01:38 AM","Stinker Stores CO,Inc.","5000 N Federal BLVD  Denver 80221"
"2020-BFN-0004405","Boarding Home - Personal Care","NA","Pending","8/27/2020 2:22:51 PM","WELCOME HOME BY MAGNETIC ENTERPRISE","13192 E Elgin Pl  Denver 80239"
"2020-BFN-0006214","Retail Food Establishment","Restaurant","Pending","11/24/2020 7:45:31 AM","CF PIZZA LLC","100 N Knox Ct  Denver 80219"
"2020-BFN-0005720","Swimming Pool","NA","Pending","11/2/2020 11:03:42 AM","SAFESPLASH SWIM SCHOOL MERIDIAN LLC","4151 E Colfax Ave  Denver 80220"
"2021-BFN-0000146","Combined License","NA","Pending","1/8/2021 9:53:04 AM","UNUSUAL ATTITUDE BREWING, LLC","4499 W 38th Ave 101 Denver 80212"
"2021-BFN-0000843","Retail Food Establishment","Restaurant - Stand-Up","Pending","2/9/2021 1:39:02 PM","EXALTED FOODS LLC","810 N Vallejo St  Denver "
"2021-BFN-0001198","Burglar Alarm System Company","NA","Pending","2/24/2021 4:22:10 PM","HOMEFRONT DEFENSE","2020 N ACADEMY BLVD  COLORADO SPRINGS 80909"
"2021-BFN-0001095","Retail Food Establishment","Restaurant - Stand-Up","Pending","2/19/2021 2:09:32 PM","DELIVERY NATIVE, INC","4190 N Garfield St  Denver 80216"
"2021-BFN-0001019","Short Term Rental","NA","Pending","2/17/2021 9:14:02 AM","BOBBY MAGEE LOPEZ","50 W Arizona AVE  Denver 80223"
"2021-BFN-0000296","Food - Retail","Multi-Use","Pending","1/14/2021 12:50:19 PM","LA NORIA INC","1931 W Mississippi Ave  Denver 80223"
"2021-BFN-0001153","Retail Food Establishment","Restaurant","Pending","2/23/2021 11:23:17 AM","MT FOOD GROUP, LLC","2110 S Broadway   Denver 80210"
"2021-BFN-0000664","Retail Food Establishment","Restaurant - Temporary","Pending","2/1/2021 6:47:11 AM","Bavarian Sausage Express","4167  S Lewiston Cir    "
"2021-BFN-0001413","Combined License","NA","Pending","3/8/2021 12:29:16 PM","MHF DENVER DT OPERATING VI LLC","822  18th St  Denver "
"2021-BFN-0001411","Combined License","NA","Pending","3/8/2021 11:53:16 AM","LITTLE OWL HOLDINGS, LLC","410  17th St  Denver 80202"
"2021-BFN-0000772","Combined License","NA","Pending","2/4/2021 9:30:16 AM","BR VENTURES LLC","1951  Wazee St 100 Denver "
"2021-BFN-0001345","Child Care","Center","Pending","3/4/2021 11:53:32 AM","PITQUIST INC","225 S Monaco Street PKWY  Denver "
"2021-BFN-0001270","Short Term Rental","NA","Pending","3/1/2021 5:41:58 PM","LYN NICKS","1938 W 33rd AVE  Denver 80211"
"2021-BFN-0002047","Liquor","Special Events","Pending","4/7/2021 9:37:02 AM","Colorado Food Truck Cares","      "
"2021-BFN-0002241","Short Term Rental","NA","Pending","4/13/2021 4:26:11 PM","MYRNA MATHERS","1650 N Cook ST  Denver 80206"
"2021-BFN-0001605","Child Care","Center","Pending","3/17/2021 2:01:17 PM","City and County of Denver","2120 S Tennyson WAY  Denver "
"2021-BFN-0002259","Child Care","Center","Pending","4/14/2021 10:08:08 AM","Diane Kaye Swenson","2601 N Hazel CT  Denver 80211"
"2021-BFN-0001732","Retail Food Establishment","Restaurant","Pending","3/24/2021 10:37:30 AM","DENVER BEER CO DOWNING, LLC","2425 S Downing St  Denver 80210"
"2021-BFN-0001636","Combined License","NA","Pending","3/19/2021 10:24:04 AM","3G3 BROADWAY LLC","24 N Broadway   Denver 80203"
"2021-BFN-0002323","Med Marijuana Inf Prod Manuf","NA","Pending","4/16/2021 9:41:18 AM","THE GREEN BUILDING LLC","1397 S Cherokee St  Denver 80223"
"2021-BFN-0002332","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","4/16/2021 12:31:03 PM","OMAYRA'S CATERING INC","1260 N Decatur St  Denver 80204"
"2021-BFN-0002393","Combined License","NA","Pending","4/19/2021 3:57:42 PM","BENDED PAGE LLC","2526 E Colfax Ave  Denver 80206"
"2021-BFN-0001867","Combined License","NA","Pending","3/30/2021 12:41:18 PM","NEW PHO 92, INC","6691 N Tower Rd 101 Denver 80249"
"2021-BFN-0001705","Short Term Rental","NA","Pending","3/23/2021 2:34:42 PM","AGUSTINA KILGORE","18632 E 54th Pl  Denver 80249"
"2021-BFN-0002413","Med Marijuana Inf Prod Manuf","NA","Pending","4/20/2021 12:47:49 PM","THE VIVID TEAM","5060 N Logan St 102 Denver "
"2021-BFN-0002423","Retail Food Establishment","Mobile","Pending","4/20/2021 2:32:35 PM","WALKING TACO LLC","9912  GARLAND DR  WESTMINSTER 80021"
"2021-BFN-0001543","Child Care","Center","Pending","3/15/2021 6:06:33 PM","CentrePoint Academy, LLC","5201 E Warren AVE  Denver 80222"
"2021-BFN-0001555","Short Term Rental","NA","Pending","3/16/2021 11:57:38 AM","FRANCISCO MARTINEZ","114 S Newton ST  Denver 80219"
"2021-BFN-0001969","Retail Food Establishment","Restaurant - Temporary","Pending","4/2/2021 12:18:26 PM","Bob's Roasted Nuts","1605  Park    "
"2021-BFN-0001990","Retail Food Establishment","Restaurant","Pending","4/5/2021 11:25:17 AM","DOCHI DENVER LLC","2449  Larimer St  Denver 80205"
"2021-BFN-0002202","Retail Marijuana Inf Prod Mfg","NA","Pending","4/12/2021 10:29:38 PM","RIVERROCK LLC","4935 N York St  Denver 80216"
"2021-BFN-0002209","Retail Marij Opt. Prem. Cultiv","NA","Pending","4/13/2021 4:15:03 AM","NKHAT LLC","801 W Bayaud Ave  Denver 80223"
"2019-BFN-0004369","Swimming Pool","NA","Pending","5/16/2019 9:25:27 AM","PEARL STREET FLATS CONDOMINIUM ASSOCIATION","250 N Pearl St  Denver 80203"
"2019-BFN-0010664","Garage - Repair of Motor Vehic","NA","Pending","11/7/2019 8:33:19 AM","CAR TOYS INC","550 N Broadway  D Denver 80203"
"2019-BFN-0010397","Combined License","NA","Pending","10/25/2019 11:02:17 AM","BIG ARABELLA CO LLC","4982 S Ulster St  Denver 80237"
"2020-BFN-0000012","Retail Marijuana Inf Prod Mfg","NA","Pending","1/2/2020 10:48:31 AM","PNW LLC","701 W Mississippi Ave  Denver 80223"
"2020-BFN-0003264","Retail Marijuana Inf Prod Mfg","NA","Pending","6/26/2020 9:59:34 AM","PHYSICIAN PREFERRED PRODUCTS LLC","4080 N Globeville Rd  Denver 80216"
"2020-BFN-0001514","Combined License","NA","Pending","3/6/2020 1:47:47 PM","3246 DRINK & DINE, LLC","3246  Larimer St  Denver 80205"
"2020-BFN-0004005","Retail Food Establishment","Restaurant","Pending","8/5/2020 11:28:41 AM","CAPITOL PIZZA LLC","321 E Colfax Ave  Denver 80203"
"2020-BFN-0001710","Retail Food Establishment","Restaurant","Pending","3/17/2020 8:35:38 AM","WENDY'S PROPERTIES, LLC","4020 N Chambers Rd  Denver 80239"
"2020-BFN-0003547","Retail Tobacco Store","NA","Pending","7/9/2020 2:40:10 PM","","1076 S Federal BLVD  Denver 80219"
"2020-BFN-0002897","Parking Lot, Garage","NA","Pending","6/8/2020 3:03:30 PM","TIME PARK, LLC","1830 N Broadway   Denver 80202"
"2020-BFN-0003171","Swimming Pool","NA","Pending","6/23/2020 8:00:09 AM","ADVENIR AT FRENCH QUARTER LLC","3227 S Parker Rd  Denver 80014"
"2020-BFN-0003393","Retail Food Establishment","Restaurant - Temporary","Pending","7/2/2020 12:16:09 PM","SB Cookie Management LLC","4800  E Cherry Creek S Drive, Apt# L202    "
"2020-BFN-0004038","Food - Wholesale","Produce, Bulk, Prepackaged","Pending","8/7/2020 9:50:48 AM","TASTY TRAILS LLC","603 E 16TH AVE  DENVER 80203"
"2020-BFN-0004149","Combined License","NA","Pending","8/14/2020 11:05:58 AM","PEORIA HOSPITALITY LLC","4411 N Peoria St  Denver 80239"
"2020-BFN-0001804","Child Care Center","NA","Pending","3/23/2020 9:00:58 AM","DENVER PARKS AND RECREATION","3600 W MISSISSIPPI AVE  DENVER "
"2020-BFN-0002558","Retail Food Establishment","Restaurant","Pending","5/15/2020 2:46:56 PM","SHACKELFREE LLC","2000 S Colorado Blvd  Denver 80222"
"2020-BFN-0005872","Lodging Facility","NA","Pending","11/9/2020 11:22:10 AM","LARIMER B&B LLC","2109  Larimer St 201 Denver 80205"
"2020-BFN-0006101","Retail Tobacco Store","NA","Pending","11/18/2020 5:15:12 PM","Jambow Enterprises, Inc","567 E Louisiana AVE  Denver 80210"
"2020-BFN-0004389","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","8/27/2020 10:35:29 AM","SHEGER INTERNATIONAL MARKET LLC","4806 N Chambers Rd 103 Denver "
"2020-BFN-0005875","Retail Food Establishment","Restaurant","Pending","11/9/2020 12:21:38 PM","AMIRA SHAWARMA INC","2280 S Colorado Blvd  Denver 80222"
"2020-BFN-0006594","Combined License","NA","Pending","12/7/2020 1:31:17 PM","CAPITOL HILL AND CONOCO & AUTO","1770 E Colfax Ave  Denver 80218"
"2020-BFN-0004356","Tree Service Company","NA","Pending","8/26/2020 10:08:47 AM","ROBERTO CABRERA","828  OGDEN CIR  NORTHGLENN 80233"
"2020-BFN-0004359","Child Care Home","NA","Pending","8/26/2020 11:05:36 AM","ANNIE RANUM LLC","1818 S Utica St  Denver 80219"
"2020-BFN-0005177","Tree Service Company","NA","Pending","10/7/2020 12:01:21 PM","GAUDENCIO ADAMES","4577  GOLD MEDAL POINT  720 COLORADO SPRINGS 80923"
"2020-BFN-0004921","Combined License","NA","Pending","9/25/2020 8:47:26 AM","CH MF BTH I/DENVER WEST HIGHLANDS  LLC","3400 W 38th Ave  Denver 80211"
"2020-BFN-0005104","Food - Retail","Fresh Meats & Fish","Pending","10/5/2020 10:20:49 AM","HOLLY MARKET","5538 E 33rd Ave  Denver 80207"
"2020-BFN-0005525","Retail Food Establishment","Restaurant - Temporary","Pending","10/23/2020 4:58:30 PM","Los Molinos Restaurant","1603 E Bruce Randolph AVE  Denver 80205"
"2020-BFN-0004889","Retail Food Establishment","Restaurant","Pending","9/24/2020 10:19:42 AM","ROOLIAS CHERRY CO PIE AND PROVISIONS #1 LLC","4000 N Tennyson St 100 Denver 80212"
"2020-BFN-0005569","Short Term Rental","NA","Pending","10/26/2020 12:00:00 AM","REBECCA MCFARLAND","1451  24th ST 590 Denver 80205"
"2020-BFN-0006131","Combined License","NA","Pending","11/19/2020 11:42:12 AM","ASPIRE FINANCIAL INVESTMENT INC","2466 S Colorado  101 Denver 80222"
"2020-BFN-0005962","Retail Food Establishment","Mobile","Pending","11/13/2020 2:45:25 PM","RANA'S TAQUERIA LLC","797 W 29th Ave  Denver 80202"
"2020-BFN-0006918","Retail Tobacco Store","NA","Pending","12/15/2020 10:07:20 AM","Redline Corp.","1595 W 47th AVE  Denver 80211"
"2020-BFN-0007398","Retail Tobacco Store","NA","Pending","12/30/2020 11:55:00 AM","TCBA INC","2780 S Colorado BLVD 304 Denver 80222"
"2020-BFN-0005496","Combined License","NA","Pending","10/23/2020 10:16:41 AM","WOODS BOSS BREWING COMPANY","2210  California St  Denver 80205"
"2020-BFN-0007100","Child Care","Center","Pending","12/18/2020 11:45:40 AM","Bluff Lake Nature Center","11255 E Martin Luther King Jr BLVD  Denver "
"2020-BFN-0006223","Combined License","NA","Pending","11/24/2020 10:23:33 AM","KITTREDGE CO PARTNERS LLC","4699 N Kittredge St  Denver 80239"
"2020-BFN-0005328","Kennel","NA","Pending","10/15/2020 9:29:11 AM","WOOF HAUS LLC","1556 S Broadway   Denver 80210"
"2021-BFN-0000155","Food - Retail","Bakery, Deli","Pending","1/8/2021 2:32:22 PM","LAURA LECHUGA","2636 W 32nd Ave  Denver 80211"
"2021-BFN-0001209","Body Art Est - Permanent","NA","Pending","2/25/2021 11:12:37 AM","KCJS-FM ENTERPRISES INC","5701 E Colfax Ave  Denver 80220"
"2021-BFN-0000688","Combined License","NA","Pending","2/1/2021 1:44:57 PM","PRIVE, LLC","1448  Market St  Denver 80202"
"2021-BFN-0000634","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","1/29/2021 1:02:08 PM","FRESHIES FOOD CORPORATION","4860 N Broadway   Denver 80216"
"2021-BFN-0000940","Tree Service Company","NA","Pending","2/12/2021 9:04:26 AM","JOEL BAUM","3576 S DEPEW ST 206 LAKEWOOD 80235"
"2021-BFN-0001172","Combined License","NA","Pending","2/23/2021 3:20:36 PM","SWINGERS GC LLC","1210 E 17th Ave  Denver "
"2021-BFN-0001037","Food - Retail","Bakery, Deli","Pending","2/17/2021 1:09:45 PM","YOURS TRULY CUPCAKE LLC","3563  Larimer St  Denver 80205"
"2021-BFN-0001096","Retail Food Establishment","Restaurant","Pending","2/19/2021 2:20:44 PM","DENVER REHABILITATION HOSPITAL LLC","4650 N Central Park Blvd  Denver "
"2021-BFN-0000955","Retail Food Establishment","Restaurant - Stand-Up","Pending","2/12/2021 4:05:11 PM","GHOST HOSPITALITY GROUP, LLC","810 N Vallejo St  Denver "
"2021-BFN-0001223","Combined License","NA","Pending","2/25/2021 3:08:46 PM","FH4, LLC","1100 E 17th Ave  Denver 80218"
"2021-BFN-0001053","Combined License","NA","Pending","2/18/2021 10:13:35 AM","SORA YAKINIKU, INC","4348 N Sheridan Blvd  Denver 80212"
"2021-BFN-0001150","Retail Food Establishment","Restaurant","Pending","2/23/2021 11:13:52 AM","MT FOOD GROUP, LLC","4906 N Tower Rd 100 Denver 80249"
"2021-BFN-0001336","Child Care","Center","Pending","3/4/2021 9:37:53 AM","Aman STEAM Academy, Inc.","2646 W 32nd AVE  Denver 80211"
"2021-BFN-0001055","Combined License","NA","Pending","2/18/2021 10:55:00 AM","GUGV SPEER BANNOCK DENVER PROPERTY OWNING LLC","909 N Bannock St  Denver 80204"
"2021-BFN-0000639","Boarding Home - Personal Care","NA","Pending","1/29/2021 2:12:32 PM","WATERMARK HARVARD SQUARE LLC","10200 E Harvard Ave  Denver 80231"
"2021-BFN-0001325","Retail Food Establishment","Restaurant - Temporary","Pending","3/3/2021 3:45:26 PM","HADLEY HOSPITALITY LLC","2737 N High ST  Denver 80205"
"2021-BFN-0002268","Liquor","Special Events","Pending","4/14/2021 11:49:17 AM","RiNo Art District","      "
"2021-BFN-0002269","Combined License","NA","Pending","4/14/2021 11:54:03 AM","TARGET CORPORATION","2490 S Colorado Blvd  Denver 80222"
"2021-BFN-0002271","Retail Food Establishment","Mobile","Pending","4/14/2021 1:58:46 PM","FLIP N 4 THA TOWN 810 LLC","2698 S PAGOSA ST  AURORA 80013"
"2021-BFN-0001759","Retail Food Establishment","Restaurant - Temporary","Pending","3/24/2021 10:49:26 PM","VICKY'S THAI KITCHEN","17973  E. Bates. Ave.    "
"2021-BFN-0002309","Retail Food Establishment","Restaurant - Temporary","Pending","4/15/2021 12:17:01 PM","The Yuppie Kitchen, LLC","6734  Yarrow    "
"2021-BFN-0001635","Short Term Rental","NA","Pending","3/19/2021 9:21:23 AM","RON STRACHAN","3325 N Tejon ST  Denver 80211"
"2021-BFN-0002341","Combined License","NA","Pending","4/16/2021 1:42:26 PM","ONEFOLD 2 INC","1919  19th St  Denver 80202"
"2021-BFN-0002361","Retail Marijuana Inf Prod Mfg","NA","Pending","4/16/2021 8:37:26 PM","CRICECANN LLC","2704 W 8th Ave  Denver 80204"
"2021-BFN-0001845","Retail Tobacco Store","NA","Pending","3/29/2021 1:22:34 PM","CHE POCHO INC","8555 W Belleview AVE A03 Denver 80123"
"2021-BFN-0001852","Retail Tobacco Store","NA","Pending","3/29/2021 6:03:01 PM","K-Stop Gas and Groceries LLC","4305 S Lowell BLVD  Denver 80236"
"2021-BFN-0002402","Short Term Rental","NA","Pending","4/20/2021 10:16:18 AM","ROGER MONTOYA","2211  Glenarm PL  Denver 80205"
"2021-BFN-0002431","Short Term Rental","NA","Pending","4/20/2021 3:36:27 PM","ALICE SMITH","17797 E 54th AVE  Denver 80249"
"2021-BFN-0002436","Retail Food Establishment","Mobile","Pending","4/20/2021 6:05:28 PM","FREEFORM PERFORMANCE NUTRITION","     DENVER "
"2021-BFN-0002136","Waste Hauler","NA","Pending","4/9/2021 1:20:10 PM","Go Green Recycling","      "
"2021-BFN-0002449","Liquor","Special Events","Pending","4/21/2021 9:19:35 AM","Colorado Food Truck Cares","      "
"2021-BFN-0002456","Short Term Rental","NA","Pending","4/21/2021 11:34:49 AM","BROGAN ROSSI","3407 W Arkansas AVE  Denver 80219"
"2021-BFN-0002463","Combined License","NA","Pending","4/21/2021 2:46:14 PM","HIMALAYAN SPICY, LLC","4279 N Tennyson St  Denver 80212"
"2021-BFN-0001995","Retail Food Establishment","Restaurant - Stand-Up","Pending","4/5/2021 2:12:59 PM","SALTED INC","810 N Vallejo St  Denver "
"2020-BFN-0004378","Combined License","NA","Pending","8/26/2020 3:54:21 PM","XSC DENVER 1 CLUB LLC","3100 N Inca St  Denver "
"2020-BFN-0005938","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","11/12/2020 12:43:52 PM","ABARROTES LA HERRADURA LLC","3401 N Franklin St  Denver 80205"
"2020-BFN-0005211","Retail Food Establishment","Restaurant - Stand-Up","Pending","10/9/2020 7:31:53 AM","GREEN VALLEY PARTNERS LLC","18601  Green Valley Ranch Blvd 106 Denver 80249"
"2020-BFN-0006619","Retail Food Establishment","Restaurant","Pending","12/8/2020 11:02:25 AM","MARVALA LLC","3550 W 38th Ave 80 Denver 80211"
"2020-BFN-0006576","Retail Tobacco Store","NA","Pending","12/6/2020 3:05:01 PM","Gebre Haile","400 E Colfax AVE  Denver 80203"
